combination,r2,adj_r2,q2,mae,rmsd,threshold,model,predictions
"('hirshfeld_atom_23', 'hirshfeld_diff_8-3', 'energy')",0.7960171078806478,0.7523064881407866,-inf,inf,inf,0.85,<modeling.LinearRegressionModel object at 0x0000026F0D6BDD50>,"[ 0.36838831 -0.39537479  0.86788782  0.55592803 -0.12284518  1.06182521
  0.86529442  0.36152419  0.8423478   0.8912687   0.98104277  0.7141013
  0.49554285  0.19634434  0.48107958  0.89112375  0.42117218  0.63914872]"
"('hirshfeld_atom_23', 'hirshfeld_diff_8-1', 'hirshfeld_diff_3-1')",0.8473675395624486,0.8146605837544019,-inf,inf,inf,0.85,<modeling.LinearRegressionModel object at 0x0000026F0D6BDD50>,"[ 0.30320315 -0.21577761  0.97917949  0.65269687 -0.19334669  1.07340319
  0.76867533  0.37769963  0.75974989  0.95488144  0.90513559  0.76738439
  0.43337841  0.05629941  0.39431594  1.0032346   0.30625363  0.78943332]"
"('hirshfeld_atom_23', 'hirshfeld_diff_8-1', 'cm5_diff_8-3')",0.8474587371419631,0.8147713236723837,-inf,inf,inf,0.85,<modeling.LinearRegressionModel object at 0x0000026F0D6BDD50>,"[ 0.30592449 -0.2188221   0.98071955  0.65198701 -0.19314435  1.07204233
  0.77042229  0.37807967  0.76189671  0.95439253  0.90661665  0.76793994
  0.43076071  0.05777536  0.39719327  1.00087887  0.30513489  0.78600218]"
"('hirshfeld_atom_23', 'hirshfeld_diff_8-1', 'cm5_diff_8-1')",0.8473939583029415,0.8146926636535718,-inf,inf,inf,0.85,<modeling.LinearRegressionModel object at 0x0000026F0D6BDD50>,"[ 0.30222993 -0.21816603  0.97863979  0.65304074 -0.19340296  1.07378189
  0.76822269  0.37727436  0.75903395  0.95458478  0.90437798  0.76714666
  0.43246827  0.05800765  0.39439975  1.00238394  0.30996298  0.79181363]"
"('hirshfeld_atom_23', 'hirshfeld_diff_8-1', 'cm5_diff_3-1')",0.8474434254971752,0.8147527309608557,-inf,inf,inf,0.85,<modeling.LinearRegressionModel object at 0x0000026F0D6BDD50>,"[ 0.30488391 -0.21927012  0.98011969  0.65229109 -0.19320314  1.0725127
  0.76981879  0.37779878  0.76109072  0.9543591   0.90593453  0.76770532
  0.4309209   0.0582446   0.39661438  1.00103204  0.30707678  0.78786996]"
"('hirshfeld_atom_23', 'hirshfeld_diff_8-1', 'B1_1-23')",0.8651534104532664,0.8362577126932521,-inf,inf,inf,0.85,<modeling.LinearRegressionModel object at 0x0000026F0D6BDD50>,"[ 0.2509809  -0.22037218  0.98047647  0.6287262  -0.25651142  1.08068956
  0.79698036  0.33243802  0.74134797  0.95285962  0.89777662  0.80650468
  0.42408812  0.25994182  0.36842657  1.01417627  0.26538653  0.79188389]"
"('hirshfeld_atom_23', 'hirshfeld_diff_8-1', 'B5_1-23')",0.847299900109544,0.8145784501330178,-inf,inf,inf,0.85,<modeling.LinearRegressionModel object at 0x0000026F0D6BDD50>,"[ 0.30002758 -0.20695916  0.97659492  0.65354077 -0.19316611  1.07589628
  0.76682412  0.37809783  0.75739628  0.9566058   0.90398998  0.76725234
  0.43910097  0.05106508  0.38799906  1.00713865  0.30226025  0.79213535]"
"('hirshfeld_atom_23', 'hirshfeld_diff_8-1', 'L_1-23')",0.8591842156327032,0.8290094046968539,-inf,inf,inf,0.85,<modeling.LinearRegressionModel object at 0x0000026F0D6BDD50>,"[ 0.24007633 -0.21369325  0.97824212  0.67145201 -0.15053784  1.08435338
  0.81215158  0.28876219  0.86801224  0.94901089  0.92242546  0.77984567
  0.41465013  0.10775187  0.38194822  0.97168941  0.27835313  0.73130646]"
"('hirshfeld_atom_23', 'hirshfeld_diff_8-1', 'loc_B5_1-23')",0.8484439552006455,0.8159676598864981,-inf,inf,inf,0.85,<modeling.LinearRegressionModel object at 0x0000026F0D6BDD50>,"[ 0.29932541 -0.17729579  0.95836827  0.63185703 -0.19572638  1.08336833
  0.77038044  0.37972519  0.76039358  0.96321238  0.90893827  0.77132669
  0.4535945   0.02120391  0.36647385  1.01581529  0.30874607  0.79609296]"
"('hirshfeld_atom_23', 'hirshfeld_diff_8-1', 'B1_B5_angle_1-23')",0.8511271891534995,0.8192258725435351,-inf,inf,inf,0.85,<modeling.LinearRegressionModel object at 0x0000026F0D6BDD50>,"[ 0.3097498  -0.20492379  0.98695633  0.55098267 -0.18179114  1.08204337
  0.76145008  0.3884615   0.76439029  0.96339321  0.91031246  0.77674962
  0.43895082  0.03063889  0.40244293  1.0150832   0.31877373  0.80213603]"
"('hirshfeld_atom_23', 'hirshfeld_diff_8-1', 'B1_1-3')",0.8686491746686869,0.8405025692405483,-inf,inf,inf,0.85,<modeling.LinearRegressionModel object at 0x0000026F0D6BDD50>,"[ 2.58344669e-01  6.66133815e-16  9.97883294e-01  6.38189609e-01
 -2.93053120e-01  1.09972493e+00  7.67538734e-01  3.34926639e-01
  7.59380866e-01  9.69295189e-01  9.16957117e-01  7.66212385e-01
  5.02608671e-01 -1.23663553e-02  3.58802536e-01  1.00355808e+00
  2.65044116e-01  7.82752643e-01]"
"('hirshfeld_atom_23', 'hirshfeld_diff_8-1', 'B5_1-3')",0.8474623974461425,0.8147757683274588,-inf,inf,inf,0.85,<modeling.LinearRegressionModel object at 0x0000026F0D6BDD50>,"[ 0.29903806 -0.21834993  0.97713358  0.65200196 -0.1923046   1.07398424
  0.76391957  0.37852747  0.75520988  0.9566126   0.90278862  0.76606242
  0.43475132  0.05447627  0.38659345  1.00762645  0.32348272  0.79424594]"
"('hirshfeld_atom_23', 'hirshfeld_diff_8-1', 'L_1-3')",0.8495053590224115,0.8172565073843568,-inf,inf,inf,0.85,<modeling.LinearRegressionModel object at 0x0000026F0D6BDD50>,"[ 0.27638056 -0.15738001  0.96456752  0.65700082 -0.20606566  1.08760296
  0.75608973  0.37570314  0.74084766  0.96870906  0.90117239  0.76093269
  0.46673232  0.02549015  0.35664473  1.02805011  0.31341918  0.79990266]"
"('hirshfeld_atom_23', 'hirshfeld_diff_8-1', 'loc_B5_1-3')",0.8587431117195439,0.828473778516589,-inf,inf,inf,0.85,<modeling.LinearRegressionModel object at 0x0000026F0D6BDD50>,"[ 0.31842527 -0.19652647  0.91583759  0.69109461 -0.19388914  1.13106725
  0.80719545  0.40175436  0.68535436  1.00548894  0.94968577  0.80734202
  0.43532575  0.05829284  0.30103194  0.95913016  0.31218626  0.72700305]"
"('hirshfeld_atom_23', 'hirshfeld_diff_8-1', 'B1_B5_angle_1-3')",0.8473257227620832,0.814609806211101,-inf,inf,inf,0.85,<modeling.LinearRegressionModel object at 0x0000026F0D6BDD50>,"[ 0.29748147 -0.20114886  0.97690606  0.65335142 -0.1959242   1.07595633
  0.76547179  0.37641606  0.75486708  0.95616272  0.90298445  0.76612666
  0.44240464  0.04946866  0.38803346  1.01164976  0.3020705   0.79352198]"
"('hirshfeld_atom_23', 'hirshfeld_diff_8-1', 'B1_23-1')",0.8482259248805253,0.815702908783495,-inf,inf,inf,0.85,<modeling.LinearRegressionModel object at 0x0000026F0D6BDD50>,"[ 0.28643708 -0.17044182  0.97149711  0.65714522 -0.20478613  1.08189498
  0.76254055  0.37444955  0.74683559  0.961745    0.90080956  0.7638722
  0.45822497  0.03731498  0.37555136  1.02227842  0.29445175  0.79597965]"
"('hirshfeld_atom_23', 'hirshfeld_diff_8-1', 'B5_23-1')",0.8548090441217153,0.8236966964335115,-inf,inf,inf,0.85,<modeling.LinearRegressionModel object at 0x0000026F0D6BDD50>,"[ 0.27516253 -0.22019952  0.96603434  0.64948606 -0.20270747  1.08627771
  0.74383807  0.38107439  0.7363996   0.97384901  0.89962865  0.76381744
  0.43465562  0.0414115   0.3354242   0.99883317  0.43985048  0.81296422]"
"('hirshfeld_atom_23', 'hirshfeld_diff_8-1', 'L_23-1')",0.8768625853073829,0.8504759964446793,0.6983918552012501,0.17395771848621963,0.23228153207103397,0.85,<modeling.LinearRegressionModel object at 0x0000026F0D6BDD50>,"[ 0.22794811 -0.03804022  0.95253618  0.66989622 -0.28737283  1.1335071
  0.74811483  0.36213286  0.72639884  1.0261082   0.92587105  0.76867231
  0.48142694 -0.03583525  0.29068119  0.95168414  0.44127234  0.770798  ]"
"('hirshfeld_atom_23', 'hirshfeld_diff_8-1', 'loc_B5_23-1')",0.8514086082699324,0.8195675957563464,-inf,inf,inf,0.85,<modeling.LinearRegressionModel object at 0x0000026F0D6BDD50>,"[ 0.28734349 -0.2406776   0.98183344  0.64723954 -0.1919887   1.07713213
  0.74475407  0.38027111  0.7441856   0.96185355  0.89455696  0.76706631
  0.42602664  0.05598488  0.3644996   0.9977313   0.40348176  0.81450594]"
"('hirshfeld_atom_23', 'hirshfeld_diff_8-1', 'B1_B5_angle_23-1')",0.8529769726652006,0.821472038236315,-inf,inf,inf,0.85,<modeling.LinearRegressionModel object at 0x0000026F0D6BDD50>,"[ 0.31299144 -0.27388616  0.98882517  0.63785273 -0.14837301  1.07578345
  0.78324307  0.39249273  0.78926094  0.96964747  0.93012779  0.77971881
  0.39746534  0.05983057  0.38073355  0.96260326  0.34219132  0.73529153]"
"('hirshfeld_atom_23', 'hirshfeld_diff_8-1', 'B1_3-1')",0.8516387584084237,0.8198470637816574,-inf,inf,inf,0.85,<modeling.LinearRegressionModel object at 0x0000026F0D6BDD50>,"[ 0.32872909 -0.20405132  0.99007474  0.58631996 -0.17470392  1.0833574
  0.789904    0.39796025  0.77528858  0.96591198  0.92259853  0.78646518
  0.42757946  0.0309786   0.40738942  0.96470773  0.2495097   0.78778064]"
"('hirshfeld_atom_23', 'hirshfeld_diff_8-1', 'B5_3-1')",0.8557452929678271,0.8248335700323615,-inf,inf,inf,0.85,<modeling.LinearRegressionModel object at 0x0000026F0D6BDD50>,"[ 0.23845287 -0.20741212  1.01523331  0.66035721 -0.21108554  1.04547807
  0.80203303  0.31291594  0.84260249  0.92145561  0.87314235  0.77125757
  0.41990019  0.10413919  0.4303596   1.00702454  0.32322307  0.76672264]"
"('hirshfeld_atom_23', 'hirshfeld_diff_8-1', 'L_3-1')",0.8480846415664426,0.8155313504735374,-inf,inf,inf,0.85,<modeling.LinearRegressionModel object at 0x0000026F0D6BDD50>,"[ 0.30520008 -0.19256555  0.98683326  0.62758534 -0.21652612  1.06684821
  0.75381726  0.38393805  0.74478147  0.96477631  0.89291965  0.77309739
  0.44529709  0.05224371  0.39562531  1.01953646  0.31021836  0.8021737 ]"
"('hirshfeld_atom_23', 'hirshfeld_diff_8-1', 'loc_B5_3-1')",0.8482590075699826,0.8157430806206931,-inf,inf,inf,0.85,<modeling.LinearRegressionModel object at 0x0000026F0D6BDD50>,"[ 0.28403045 -0.2037926   0.96377979  0.66581278 -0.16458699  1.08737885
  0.77314922  0.36254299  0.76515243  0.96806902  0.91534641  0.77446602
  0.4411618   0.04065311  0.3727017   0.99970157  0.29453467  0.77569879]"
"('hirshfeld_atom_23', 'hirshfeld_diff_8-1', 'B1_B5_angle_3-1')",0.859756372128104,0.8297041661555549,-inf,inf,inf,0.85,<modeling.LinearRegressionModel object at 0x0000026F0D6BDD50>,"[ 0.25910491 -0.16467968  0.94299408  0.61850533 -0.12569798  1.12780547
  0.78695412  0.34555574  0.76294186  1.00937969  0.9553334   0.76436104
  0.45085492 -0.03987819  0.32381485  0.97227507  0.37086237  0.755313  ]"
"('hirshfeld_atom_23', 'hirshfeld_diff_8-1', '0_dihedral_[23, 1, 3, 8]')",0.8474417681918451,0.8147507185186691,-inf,inf,inf,0.85,<modeling.LinearRegressionModel object at 0x0000026F0D6BDD50>,"[ 0.30468401 -0.22086109  0.97721561  0.654132   -0.19059289  1.07596254
  0.76778538  0.37928891  0.76038161  0.95611151  0.90477422  0.76980292
  0.43095885  0.05726819  0.39240021  0.99966463  0.30908343  0.78773995]"
"('hirshfeld_atom_23', 'hirshfeld_diff_8-1', '0_angle_[23, 1, 3]')",0.8511312718732434,0.8192308301317957,-inf,inf,inf,0.85,<modeling.LinearRegressionModel object at 0x0000026F0D6BDD50>,"[ 0.32108884 -0.2370894   0.95961439  0.66708597 -0.18873679  1.08678216
  0.80273056  0.38909031  0.77839169  0.97174509  0.93357007  0.77316914
  0.40688055  0.07095794  0.39483917  0.94880141  0.29021009  0.74666881]"
"('hirshfeld_atom_23', 'hirshfeld_diff_8-1', '0_dihedral_[23, 1, 2, 3]')",0.8474663681520066,0.8147805898988651,-inf,inf,inf,0.85,<modeling.LinearRegressionModel object at 0x0000026F0D6BDD50>,"[ 0.29693917 -0.21790601  0.97896886  0.64792228 -0.18892272  1.07349008
  0.76408791  0.3790246   0.75825163  0.95573646  0.90085598  0.76787288
  0.43511287  0.05284818  0.38700332  1.00288291  0.31772439  0.8039072 ]"
"('hirshfeld_atom_23', 'hirshfeld_diff_8-1', '0_bond_length_1-2')",0.8488138042101154,0.8164167622551401,-inf,inf,inf,0.85,<modeling.LinearRegressionModel object at 0x0000026F0D6BDD50>,"[ 0.28449708 -0.1638137   0.99107561  0.65007858 -0.21160778  1.07277342
  0.75282608  0.36816228  0.74712604  0.95232051  0.89032675  0.76291386
  0.46178517  0.03391261  0.38271729  1.03226206  0.30217042  0.80627373]"
"('hirshfeld_atom_23', 'hirshfeld_diff_8-1', '0_bond_length_1-23')",0.8773740022526998,0.8510970027354212,0.22522875577739154,0.23713600768401355,0.37228873563121034,0.85,<modeling.LinearRegressionModel object at 0x0000026F0D6BDD50>,"[ 0.22402438  0.02711379  1.00329335  0.61412444 -0.25415749  1.13013453
  0.78374088  0.33358852  0.76950766  0.99402967  0.93475155  0.75285958
  0.5156066  -0.01555483  0.3156453   0.99274688  0.23099193  0.76335326]"
"('hirshfeld_atom_23', 'hirshfeld_diff_8-1', '0_bond_length_1-3')",0.8492521774965123,0.8169490726743364,-inf,inf,inf,0.85,<modeling.LinearRegressionModel object at 0x0000026F0D6BDD50>,"[ 0.28911274 -0.22429962  0.93715421  0.64336763 -0.17188203  1.10501038
  0.78281855  0.37584141  0.76243924  0.9786051   0.9285368   0.75521823
  0.43039761  0.06391868  0.36975858  0.98759251  0.31817792  0.78403206]"
"('hirshfeld_atom_23', 'hirshfeld_diff_8-1', '0_bond_length_3-8')",0.847389237956306,0.8146869318040859,-inf,inf,inf,0.85,<modeling.LinearRegressionModel object at 0x0000026F0D6BDD50>,"[ 0.29454275 -0.19756383  0.97684283  0.65364324 -0.19506038  1.07780749
  0.76301423  0.37655308  0.75310176  0.95711363  0.90129923  0.76520055
  0.44531946  0.04757443  0.38448317  1.01345942  0.30154294  0.796926  ]"
"('hirshfeld_atom_23', 'hirshfeld_diff_8-1', 'aniso')",0.8476509769810714,0.8150047577627295,-inf,inf,inf,0.85,<modeling.LinearRegressionModel object at 0x0000026F0D6BDD50>,"[ 0.30343851 -0.19134698  0.98713486  0.65280165 -0.20323202  1.07371049
  0.75614861  0.37542646  0.74422958  0.95261367  0.89603975  0.77273817
  0.44734701  0.04099546  0.38892719  1.01690469  0.3033264   0.79859649]"
"('hirshfeld_atom_23', 'hirshfeld_diff_8-1', 'iso')",0.8481977843903412,0.8156687381882715,-inf,inf,inf,0.85,<modeling.LinearRegressionModel object at 0x0000026F0D6BDD50>,"[ 0.27505623 -0.21773535  0.96692692  0.67816878 -0.19528279  1.07508675
  0.77849925  0.37038916  0.77389786  0.95579478  0.90327502  0.75850432
  0.4324574   0.07939585  0.38489103  1.00161455  0.30940732  0.78545292]"
"('hirshfeld_atom_23', 'hirshfeld_diff_8-1', 'energy')",0.8473257277327415,0.8146098122469003,-inf,inf,inf,0.85,<modeling.LinearRegressionModel object at 0x0000026F0D6BDD50>,"[ 0.2975078  -0.20664576  0.9717623   0.65133648 -0.19262423  1.07870875
  0.76846753  0.37665606  0.75772916  0.95611651  0.90594851  0.76443691
  0.44002972  0.05161097  0.3864616   1.01088866  0.30646414  0.79094488]"
"('hirshfeld_atom_23', 'hirshfeld_diff_3-1', 'cm5_diff_8-3')",0.8479174369307717,0.81532831627308,-inf,inf,inf,0.85,<modeling.LinearRegressionModel object at 0x0000026F0D6BDD50>,"[ 0.32250523 -0.18930516  0.99252006  0.64802789 -0.19385415  1.06476359
  0.78129318  0.38460918  0.7756845   0.9578022   0.92025764  0.77237227
  0.43996954  0.03696206  0.39833125  1.00176601  0.25711136  0.74498335]"
"('hirshfeld_atom_23', 'hirshfeld_diff_3-1', 'cm5_diff_8-1')",0.8449035255567832,0.8116685667475224,-inf,inf,inf,0.85,<modeling.LinearRegressionModel object at 0x0000026F0D6BDD50>,"[ 0.3223879  -0.19133539  0.98809456  0.64593762 -0.19074476  1.06394644
  0.77746836  0.38401124  0.77309797  0.95632534  0.91704962  0.77096401
  0.44672092  0.03851042  0.4000956   1.00706132  0.25606765  0.75014118]"
"('hirshfeld_atom_23', 'hirshfeld_diff_3-1', 'cm5_diff_3-1')",0.903189290500093,0.8824441384643986,0.8554226695084921,0.13473130169418368,0.16082118209236432,0.85,<modeling.LinearRegressionModel object at 0x0000026F0D6BDD50>,"[ 0.30053788 -0.0664016   1.09171346  0.71327587 -0.27354856  1.08135454
  0.86758702  0.39959573  0.82045459  0.99002256  0.98599628  0.79828845
  0.39394087 -0.02039334  0.30713658  0.82316523  0.30434927  0.59872515]"
"('hirshfeld_atom_23', 'hirshfeld_diff_3-1', 'B1_1-23')",0.7439461909886185,0.6890775176290367,-inf,inf,inf,0.85,<modeling.LinearRegressionModel object at 0x0000026F0D6BDD50>,"[ 0.17305704  0.01294987  0.86357975  0.62276781 -0.20928003  1.05004905
  0.69996463  0.32151552  0.63248637  0.91441982  0.7973775   0.75671699
  0.96545202  0.22512165  0.24256314  0.98830273  0.25227953  0.80647661]"
"('hirshfeld_atom_23', 'hirshfeld_diff_3-1', 'B5_1-23')",0.7234936744610343,0.6642423189883988,-inf,inf,inf,0.85,<modeling.LinearRegressionModel object at 0x0000026F0D6BDD50>,"[ 0.25438238  0.00178828  0.85677096  0.64283055 -0.12581192  1.04245038
  0.68481083  0.38223167  0.67159438  0.92001225  0.81893044  0.72373228
  0.9641799   0.00141512  0.27350632  0.94825704  0.26921452  0.78550464]"
"('hirshfeld_atom_23', 'hirshfeld_diff_3-1', 'L_1-23')",0.7711203759214552,0.7220747421903384,-inf,inf,inf,0.85,<modeling.LinearRegressionModel object at 0x0000026F0D6BDD50>,"[ 0.10159067  0.01239377  0.87446623  0.69239214 -0.06471558  1.0785735
  0.76507631  0.19289123  0.87957241  0.9173817   0.85248163  0.74568617
  0.85795593  0.09333215  0.24722694  0.93711328  0.23534169  0.69703982]"
"('hirshfeld_atom_23', 'hirshfeld_diff_3-1', 'loc_B5_1-23')",0.770769061024675,0.7216481455299626,-inf,inf,inf,0.85,<modeling.LinearRegressionModel object at 0x0000026F0D6BDD50>,"[ 0.2029895  -0.14214664  1.00050766  0.80267331 -0.15891674  1.03923151
  0.64939658  0.35806247  0.63195349  0.90983439  0.78980798  0.6980532
  0.73148042  0.13974436  0.37918886  1.01280058  0.24495029  0.82618876]"
"('hirshfeld_atom_23', 'hirshfeld_diff_3-1', 'B1_B5_angle_1-23')",0.72707011077177,0.6685851345085778,-inf,inf,inf,0.85,<modeling.LinearRegressionModel object at 0x0000026F0D6BDD50>,"[ 0.25055931  0.00453628  0.87572437  0.53663548 -0.1240739   1.04404399
  0.66759433  0.38423257  0.66677477  0.92123633  0.81571179  0.72475409
  0.96886608 -0.01535911  0.29708104  0.97295996  0.31762074  0.80690187]"
"('hirshfeld_atom_23', 'hirshfeld_diff_3-1', 'B1_1-3')",0.7226548334758656,0.663223726363551,-inf,inf,inf,0.85,<modeling.LinearRegressionModel object at 0x0000026F0D6BDD50>,"[ 2.40943291e-01  1.11022302e-16  8.66126979e-01  6.46356912e-01
 -1.37510926e-01  1.03583011e+00  6.73775727e-01  3.72104460e-01
  6.59928542e-01  9.12641830e-01  8.09040003e-01  7.14109310e-01
  9.68632022e-01  9.13035253e-03  2.84896817e-01  9.62262407e-01
  3.02816565e-01  7.94715595e-01]"
"('hirshfeld_atom_23', 'hirshfeld_diff_3-1', 'B5_1-3')",0.7409276170990964,0.6854121064774742,-inf,inf,inf,0.85,<modeling.LinearRegressionModel object at 0x0000026F0D6BDD50>,"[ 0.27810203  0.02618339  0.89690862  0.65919988 -0.15840237  1.04425611
  0.72797529  0.36395957  0.71039983  0.90656881  0.84144671  0.73343287
  0.89280018  0.01651382  0.35971665  0.94299147  0.11626828  0.75747885]"
"('hirshfeld_atom_23', 'hirshfeld_diff_3-1', 'L_1-3')",0.8273258055433941,0.79032419244555,-inf,inf,inf,0.85,<modeling.LinearRegressionModel object at 0x0000026F0D6BDD50>,"[ 0.30600319 -0.21625616  0.97653913  0.65937343 -0.15690939  1.06547963
  0.75139478  0.37993287  0.75166658  0.93188052  0.87517418  0.76948655
  0.48877176  0.05823835  0.39564071  1.01374273  0.24505086  0.82059026]"
"('hirshfeld_atom_23', 'hirshfeld_diff_3-1', 'loc_B5_1-3')",0.722718944693703,0.6633015756994965,-inf,inf,inf,0.85,<modeling.LinearRegressionModel object at 0x0000026F0D6BDD50>,"[ 2.42418286e-01 -2.35918198e-04  8.60868760e-01  6.49251168e-01
 -1.36245953e-01  1.03953157e+00  6.76298836e-01  3.74297105e-01
  6.54160516e-01  9.15962970e-01  8.11832818e-01  7.16846534e-01
  9.70183229e-01  9.98177511e-03  2.78173916e-01  9.58638311e-01
  3.03747039e-01  7.90089035e-01]"
"('hirshfeld_atom_23', 'hirshfeld_diff_3-1', 'B1_B5_angle_1-3')",0.8255190671368234,0.788130295809,-inf,inf,inf,0.85,<modeling.LinearRegressionModel object at 0x0000026F0D6BDD50>,"[ 0.2797415  -0.26005104  0.92742514  0.69742096 -0.10054504  1.09805157
  0.72718073  0.42308912  0.7570552   0.98064424  0.86918724  0.76869802
  0.49931979  0.03206823  0.27497173  0.94621103  0.36284932  0.83248227]"
"('hirshfeld_atom_23', 'hirshfeld_diff_3-1', 'B1_23-1')",0.8192941784420792,0.7805715023939532,-inf,inf,inf,0.85,<modeling.LinearRegressionModel object at 0x0000026F0D6BDD50>,"[ 0.29195316 -0.25473248  0.955374    0.65325897 -0.10918018  1.07237307
  0.71734357  0.39679739  0.74390304  0.93808712  0.86592236  0.76376374
  0.51099903  0.03837415  0.33535484  1.01028044  0.33404707  0.85188071]"
"('hirshfeld_atom_23', 'hirshfeld_diff_3-1', 'B5_23-1')",0.7857888137356083,0.7398864166789529,-inf,inf,inf,0.85,<modeling.LinearRegressionModel object at 0x0000026F0D6BDD50>,"[ 0.30941209 -0.09602508  0.94811343  0.65875817 -0.1577319   1.04513373
  0.76150837  0.36976875  0.74653013  0.91265472  0.86981023  0.74947679
  0.66289183  0.04557782  0.42452023  1.00947855  0.09033805  0.76558409]"
"('hirshfeld_atom_23', 'hirshfeld_diff_3-1', 'L_23-1')",0.7488033054159307,0.6949754422907729,-inf,inf,inf,0.85,<modeling.LinearRegressionModel object at 0x0000026F0D6BDD50>,"[ 0.28186914 -0.12988193  0.90952837  0.64627554 -0.09907318  1.0270482
  0.70227893  0.38329966  0.69430336  0.8915322   0.8167476   0.72739079
  0.78374638  0.04943787  0.34881496  1.05186173  0.19813408  0.83248629]"
"('hirshfeld_atom_23', 'hirshfeld_diff_3-1', 'loc_B5_23-1')",0.7903792544507711,0.7454605232616506,-inf,inf,inf,0.85,<modeling.LinearRegressionModel object at 0x0000026F0D6BDD50>,"[ 0.31600545 -0.07947584  0.93016916  0.66240677 -0.17450546  1.05008353
  0.78666311  0.36996852  0.75712887  0.92267219  0.89240841  0.74781486
  0.65376671  0.04011651  0.4207547   0.99898541  0.08646801  0.73436909]"
"('hirshfeld_atom_23', 'hirshfeld_diff_3-1', 'B1_B5_angle_23-1')",0.7686473756055103,0.7190718132352625,-inf,inf,inf,0.85,<modeling.LinearRegressionModel object at 0x0000026F0D6BDD50>,"[ 0.30237677 -0.07472974  0.92352023  0.67299674 -0.27488602  1.01708321
  0.71689114  0.33882323  0.67390991  0.87529129  0.81409987  0.71723512
  0.72339255  0.0910392   0.45383893  1.01952604  0.23809754  0.88729398]"
"('hirshfeld_atom_23', 'hirshfeld_diff_3-1', 'B1_3-1')",0.8293171436360006,0.792742245843715,-inf,inf,inf,0.85,<modeling.LinearRegressionModel object at 0x0000026F0D6BDD50>,"[ 0.35034132 -0.09881811  0.97703385  0.45709759 -0.12562126  1.10119393
  0.80005332  0.43617322  0.77106598  0.98193768  0.92766611  0.80881532
  0.56675338 -0.04707627  0.3870963   0.89518842  0.12959757  0.79730164]"
"('hirshfeld_atom_23', 'hirshfeld_diff_3-1', 'B5_3-1')",0.7789605876881588,0.7315949993356214,-inf,inf,inf,0.85,<modeling.LinearRegressionModel object at 0x0000026F0D6BDD50>,"[ 0.06859637  0.01870778  0.97448345  0.67525493 -0.20089117  0.99185613
  0.76663997  0.21057194  0.87412957  0.8504805   0.74422537  0.7341734
  0.82124222  0.10873443  0.36653117  1.01834179  0.33254823  0.76017391]"
"('hirshfeld_atom_23', 'hirshfeld_diff_3-1', 'L_3-1')",0.7368353681254047,0.68044294700942,-inf,inf,inf,0.85,<modeling.LinearRegressionModel object at 0x0000026F0D6BDD50>,"[ 0.2124426  -0.06152031  0.83648613  0.75606674 -0.05549469  1.08305239
  0.72809254  0.34687793  0.71130344  0.8886596   0.85864143  0.69361253
  0.88704194 -0.00287458  0.25355134  0.93895201  0.27321279  0.76769615]"
"('hirshfeld_atom_23', 'hirshfeld_diff_3-1', 'loc_B5_3-1')",0.7238531609547192,0.664678838302159,-inf,inf,inf,0.85,<modeling.LinearRegressionModel object at 0x0000026F0D6BDD50>,"[ 0.25617441 -0.00290445  0.88149321  0.63412457 -0.17081261  1.02492819
  0.6657293   0.38922784  0.64984817  0.90121257  0.79602015  0.70589843
  0.95975032  0.01880016  0.30046485  0.97669354  0.31252289  0.81662848]"
"('hirshfeld_atom_23', 'hirshfeld_diff_3-1', 'B1_B5_angle_3-1')",0.7482164656592794,0.6942628511576964,-inf,inf,inf,0.85,<modeling.LinearRegressionModel object at 0x0000026F0D6BDD50>,"[ 2.08040212e-01 -5.00674888e-04  8.32469081e-01  5.87488720e-01
 -3.42660631e-02  1.10351038e+00  7.24847898e-01  3.25985332e-01
  6.92656984e-01  9.86870830e-01  9.02191556e-01  7.17597722e-01
  9.22967222e-01 -9.67482644e-02  2.26923583e-01  8.82140661e-01
  4.14825763e-01  7.18799060e-01]"
"('hirshfeld_atom_23', 'hirshfeld_diff_3-1', '0_dihedral_[23, 1, 3, 8]')",0.8412169834645307,0.8071920513497872,-inf,inf,inf,0.85,<modeling.LinearRegressionModel object at 0x0000026F0D6BDD50>,"[ 0.30445081 -0.24945742  0.92426934  0.68557029 -0.14127382  1.13158008
  0.73204901  0.40616116  0.74826894  0.98311662  0.88285925  0.80573441
  0.45175816  0.04431036  0.31959516  0.96180812  0.34795349  0.77704603]"
"('hirshfeld_atom_23', 'hirshfeld_diff_3-1', '0_angle_[23, 1, 3]')",0.8523431866700728,0.8207024409565169,-inf,inf,inf,0.85,<modeling.LinearRegressionModel object at 0x0000026F0D6BDD50>,"[ 0.30752164 -0.18318467  0.91313453  0.69559447 -0.18572397  1.12243335
  0.82287103  0.40228562  0.77320784  1.00459297  0.95321656  0.77322776
  0.436747    0.04657307  0.34256526  0.91923666  0.25154277  0.71995813]"
"('hirshfeld_atom_23', 'hirshfeld_diff_3-1', '0_dihedral_[23, 1, 2, 3]')",0.7486605442791815,0.6948020894818633,-inf,inf,inf,0.85,<modeling.LinearRegressionModel object at 0x0000026F0D6BDD50>,"[ 0.20105215 -0.11638698  0.89668445  0.5852104  -0.09251998  1.03250278
  0.65178777  0.39030786  0.67850724  0.9238841   0.78659202  0.73423477
  0.8515537   0.00404169  0.25072957  0.93981957  0.45047418  0.94732469]"
