combination,r2,adj_r2,q2,mae,rmsd,threshold,model,predictions
"('dipole_x_2-1-23', 'total_dipole_2-1-23', 'L_1-3')",0.5375885633282294,0.4385003983271357,-inf,inf,inf,0.85,<modeling.LinearRegressionModel object at 0x0000026F0D6BDD50>,"[0.26385293 0.12273149 0.41606881 0.82407972 0.17959477 1.08386592
 0.77727032 0.55375271 0.57747047 1.05926212 0.86491587 0.76121097
 0.28240349 0.17374188 0.08380677 0.67116761 0.74018215 0.68042199]"
"('dipole_x_2-1-23', 'total_dipole_2-1-23', 'loc_B5_1-3')",0.6599791460273596,0.5871175344617938,-inf,inf,inf,0.85,<modeling.LinearRegressionModel object at 0x0000026F0D6BDD50>,"[ 0.16951877 -0.00494038  0.68227316  0.74774317  0.05257642  1.02868603
  0.71093701  0.475189    0.85735672  1.00555217  0.80906221  0.69177868
  0.06425899  0.07985341  0.32774608  0.84725441  0.69745796  0.87349617]"
"('dipole_x_2-1-23', 'total_dipole_2-1-23', 'B1_B5_angle_1-3')",0.5403590755315504,0.44186459171688264,-inf,inf,inf,0.85,<modeling.LinearRegressionModel object at 0x0000026F0D6BDD50>,"[0.25196373 0.17975965 0.40890818 0.82683066 0.15218029 1.09801417
 0.78232074 0.5498467  0.56544463 1.06943158 0.87343729 0.76472673
 0.31496999 0.16055828 0.0757192  0.65889607 0.73076149 0.65203063]"
"('dipole_x_2-1-23', 'total_dipole_2-1-23', 'B1_23-1')",0.5375899302255323,0.4385020581310035,-inf,inf,inf,0.85,<modeling.LinearRegressionModel object at 0x0000026F0D6BDD50>,"[0.26228541 0.13073887 0.4156521  0.82510827 0.17815285 1.08483023
 0.77720353 0.55343569 0.57597856 1.05992713 0.86435674 0.76103973
 0.27989253 0.17208172 0.08295279 0.67486786 0.73599601 0.68129998]"
"('dipole_x_2-1-23', 'total_dipole_2-1-23', 'B5_23-1')",0.5388448329044428,0.44002586852682346,-inf,inf,inf,0.85,<modeling.LinearRegressionModel object at 0x0000026F0D6BDD50>,"[0.26299563 0.13621    0.41923719 0.82575471 0.18786053 1.08208791
 0.77692359 0.55168724 0.57676972 1.05516123 0.86041485 0.75914684
 0.23700339 0.1684654  0.09128985 0.71578406 0.70304732 0.70596054]"
"('dipole_x_2-1-23', 'total_dipole_2-1-23', 'L_23-1')",0.5469956307841172,0.44992326595214227,-inf,inf,inf,0.85,<modeling.LinearRegressionModel object at 0x0000026F0D6BDD50>,"[0.28017797 0.06045336 0.4387843  0.82051678 0.21176767 1.07171415
 0.78184305 0.55541198 0.5876347  1.03812345 0.85559772 0.76104747
 0.18163719 0.18876992 0.11695811 0.7669375  0.6628554  0.73556928]"
"('dipole_x_2-1-23', 'total_dipole_2-1-23', 'loc_B5_23-1')",0.5376066044575338,0.43852230541271964,-inf,inf,inf,0.85,<modeling.LinearRegressionModel object at 0x0000026F0D6BDD50>,"[0.26505889 0.11442815 0.41769256 0.82292962 0.1810438  1.08226959
 0.77632189 0.55361961 0.57791018 1.0578635  0.86395997 0.76143875
 0.2809796  0.17636179 0.08543687 0.67004317 0.74570428 0.68273778]"
"('dipole_x_2-1-23', 'total_dipole_2-1-23', 'B1_B5_angle_23-1')",0.5376946778264603,0.4386292516464161,-inf,inf,inf,0.85,<modeling.LinearRegressionModel object at 0x0000026F0D6BDD50>,"[0.26287631 0.13267882 0.41826879 0.82517579 0.17933868 1.082638
 0.77431555 0.55238882 0.5742913  1.05625139 0.86043103 0.75933325
 0.25862763 0.17264162 0.08718624 0.69209717 0.7307257  0.6965339 ]"
"('dipole_x_2-1-23', 'total_dipole_2-1-23', 'B1_3-1')",0.5470134249523715,0.44994487315645115,-inf,inf,inf,0.85,<modeling.LinearRegressionModel object at 0x0000026F0D6BDD50>,"[0.27473216 0.15478324 0.43279575 0.75690461 0.21079751 1.08813016
 0.78239962 0.56526016 0.58034951 1.06243358 0.86534784 0.76921256
 0.18917797 0.13140471 0.09352621 0.74438882 0.65881804 0.75533756]"
"('dipole_x_2-1-23', 'total_dipole_2-1-23', 'B5_3-1')",0.5848684979167622,0.49591174747035416,-inf,inf,inf,0.85,<modeling.LinearRegressionModel object at 0x0000026F0D6BDD50>,"[0.07753194 0.11428404 0.48679954 0.85253311 0.13460377 1.03221318
 0.85625405 0.3855589  0.76574416 0.99443927 0.78513376 0.76901594
 0.19995339 0.25756623 0.14116331 0.77865372 0.77888104 0.70547065]"
"('dipole_x_2-1-23', 'total_dipole_2-1-23', 'L_3-1')",0.5717527904407191,0.47998553124944465,-inf,inf,inf,0.85,<modeling.LinearRegressionModel object at 0x0000026F0D6BDD50>,"[ 0.30424666  0.19258431  0.47069926  0.66032164 -0.00744148  1.0607019
  0.7189418   0.61282287  0.5051891   1.1611608   0.82479367  0.83166854
  0.3050014   0.17621902  0.10927047  0.67709552  0.81710283  0.69542169]"
"('dipole_x_2-1-23', 'total_dipole_2-1-23', 'loc_B5_3-1')",0.5731929307363427,0.48173427303698757,-inf,inf,inf,0.85,<modeling.LinearRegressionModel object at 0x0000026F0D6BDD50>,"[ 0.34048529  0.07624881  0.49296773  0.77002639 -0.0296947   1.0497909
  0.75140708  0.65205097  0.52684836  1.02310562  0.81364832  0.728954
  0.19439183  0.21640131  0.15214577  0.74220901  0.81332676  0.80148656]"
"('dipole_x_2-1-23', 'total_dipole_2-1-23', 'B1_B5_angle_3-1')",0.5814659662986228,0.491780101934042,-inf,inf,inf,0.85,<modeling.LinearRegressionModel object at 0x0000026F0D6BDD50>,"[ 0.3214504  -0.06179872  0.46554704  0.93057181 -0.01954735  1.0468796
  0.77824601  0.6211435   0.58088467  1.01894292  0.81316259  0.80101291
  0.29522235  0.32727604  0.16380161  0.67093194  0.64761811  0.71445455]"
"('dipole_x_2-1-23', 'total_dipole_2-1-23', '0_dihedral_[23, 1, 3, 8]')",0.5508876919848498,0.4546493402673175,-inf,inf,inf,0.85,<modeling.LinearRegressionModel object at 0x0000026F0D6BDD50>,"[0.23884284 0.19789254 0.42285769 0.83270901 0.11931701 1.10134579
 0.80049084 0.55267736 0.57533006 1.08336952 0.89309507 0.7589035
 0.39371659 0.14936545 0.06262551 0.59077296 0.73181638 0.61067188]"
"('dipole_x_2-1-23', 'total_dipole_2-1-23', '0_angle_[23, 1, 3]')",0.5799821870577923,0.4899783699987478,-inf,inf,inf,0.85,<modeling.LinearRegressionModel object at 0x0000026F0D6BDD50>,"[0.27105545 0.02489687 0.47830454 0.81372736 0.08696362 1.1062512
 0.78727209 0.54547342 0.6086225  1.07252391 0.8928341  0.79752364
 0.49705083 0.17984007 0.10547445 0.48951782 0.80575119 0.55271695]"
"('dipole_x_2-1-23', 'total_dipole_2-1-23', '0_dihedral_[23, 1, 2, 3]')",0.7491962269674476,0.695452561317615,-inf,inf,inf,0.85,<modeling.LinearRegressionModel object at 0x0000026F0D6BDD50>,"[ 0.30185105 -0.37543096  0.84967027  0.60145189 -0.01192891  1.05511741
  0.78536253  0.49595326  0.7862598   1.00184051  0.89976292  0.82882461
  0.39602534  0.18676574  0.29740559  0.48843241  0.77572051  0.75271601]"
"('dipole_x_2-1-23', 'total_dipole_2-1-23', '0_bond_length_1-2')",0.5382748612248278,0.4393337600587195,-inf,inf,inf,0.85,<modeling.LinearRegressionModel object at 0x0000026F0D6BDD50>,"[0.25562948 0.1513095  0.41985761 0.82678155 0.16731279 1.08654449
 0.77378054 0.55181424 0.5727198  1.06252802 0.86098167 0.76335628
 0.29217238 0.16588977 0.07638692 0.66436482 0.74984267 0.67452748]"
"('dipole_x_2-1-23', 'total_dipole_2-1-23', '0_bond_length_1-23')",0.5393782189393013,0.44067355156915156,-inf,inf,inf,0.85,<modeling.LinearRegressionModel object at 0x0000026F0D6BDD50>,"[0.24706987 0.18509281 0.4201369  0.81575833 0.17835446 1.09117671
 0.77597157 0.54546625 0.57569534 1.0632267  0.86493037 0.75508175
 0.25905895 0.15925594 0.06910627 0.69698741 0.71879936 0.69463101]"
"('dipole_x_2-1-23', 'total_dipole_2-1-23', '0_bond_length_1-3')",0.5595756039476165,0.46519894765067715,-inf,inf,inf,0.85,<modeling.LinearRegressionModel object at 0x0000026F0D6BDD50>,"[0.25452539 0.14877416 0.46294089 0.77602697 0.19745955 1.09110244
 0.76500967 0.52686189 0.59152701 1.04277626 0.8655062  0.72765983
 0.11932989 0.16786195 0.11955667 0.83513352 0.65071205 0.77303565]"
"('dipole_x_2-1-23', 'total_dipole_2-1-23', '0_bond_length_3-8')",0.8771923264063947,0.8508763963506221,0.7722209171617331,0.15673176265822808,0.20185990716202504,0.85,<modeling.LinearRegressionModel object at 0x0000026F0D6BDD50>,"[ 0.19241249  0.3017394   1.04146978  0.69232757 -0.30321555  1.25678175
  0.73436084  0.42549751  0.70206854  1.07279063  0.93567714  0.78967025
  0.36388175 -0.01607209  0.2688703   0.81251335  0.24829693  0.59672941]"
"('dipole_x_2-1-23', 'total_dipole_2-1-23', 'aniso')",0.5492472776435072,0.4526574085671159,-inf,inf,inf,0.85,<modeling.LinearRegressionModel object at 0x0000026F0D6BDD50>,"[0.29187859 0.13858925 0.44111608 0.83545858 0.12024514 1.098117
 0.76367157 0.5564308  0.54081459 1.06942192 0.86396186 0.8072731
 0.38238635 0.14435847 0.07548909 0.58443442 0.77805138 0.62410181]"
"('dipole_x_2-1-23', 'total_dipole_2-1-23', 'iso')",0.5541272856384392,0.45858313256096184,-inf,inf,inf,0.85,<modeling.LinearRegressionModel object at 0x0000026F0D6BDD50>,"[0.37290195 0.15027946 0.46535325 0.72445824 0.17063625 1.10622021
 0.73735226 0.59087488 0.50976411 1.08044621 0.88426105 0.81122783
 0.27593125 0.04495979 0.09473071 0.67660683 0.72575387 0.69404187]"
"('dipole_x_2-1-23', 'total_dipole_2-1-23', 'energy')",0.538266003735712,0.43932300453622175,-inf,inf,inf,0.85,<modeling.LinearRegressionModel object at 0x0000026F0D6BDD50>,"[0.25996389 0.12973646 0.40208507 0.80238852 0.1862319  1.0959382
 0.78806253 0.54607125 0.58871007 1.04925162 0.87680987 0.74579204
 0.26730738 0.17767128 0.08674208 0.70240167 0.73625393 0.67438223]"
"('dipole_x_2-1-23', 'dipole_x_{23,24,25,26,27,28}-23-1', 'dipole_y_{23,24,25,26,27,28}-23-1')",0.6804717639915223,0.6120014277039914,-inf,inf,inf,0.85,<modeling.LinearRegressionModel object at 0x0000026F0D6BDD50>,"[ 0.61734051  0.11915888  1.15821201  0.7367042   0.06197205  1.04739945
  0.69823711  0.5120626   0.50166119  1.02107033  0.80243477  0.71845106
 -0.01688022  0.12755412  0.06923161  0.56567307  0.73410257  0.6414147 ]"
"('dipole_x_2-1-23', 'dipole_x_{23,24,25,26,27,28}-23-1', 'dipole_z_{23,24,25,26,27,28}-23-1')",0.5247101986950993,0.4228623841297635,-inf,inf,inf,0.85,<modeling.LinearRegressionModel object at 0x0000026F0D6BDD50>,"[0.38137731 0.19026581 0.55399261 0.72285622 0.20369521 1.08554648
 0.67918055 0.58391985 0.51265734 1.06452813 0.80062176 0.78315387
 0.00857341 0.205364   0.12935185 0.70207253 0.77739569 0.73124738]"
"('dipole_x_2-1-23', 'dipole_x_{23,24,25,26,27,28}-23-1', 'total_dipole_{23,24,25,26,27,28}-23-1')",0.5425926546720545,0.4445767949589233,-inf,inf,inf,0.85,<modeling.LinearRegressionModel object at 0x0000026F0D6BDD50>,"[0.28924573 0.1268117  0.46462742 0.80030704 0.1862429  1.09206532
 0.72537831 0.55725668 0.53672787 1.068045   0.83070324 0.76707915
 0.21316177 0.16623054 0.0848158  0.7201615  0.7565828  0.7303572 ]"
"('dipole_x_2-1-23', 'dipole_x_{23,24,25,26,27,28}-23-1', 'nbo_atom_8')",0.8237601178331735,0.785994428797425,-inf,inf,inf,0.85,<modeling.LinearRegressionModel object at 0x0000026F0D6BDD50>,"[ 0.21024257  0.32646699  0.8953213   0.69372979 -0.17905185  1.25734956
  0.77549661  0.41315852  0.63934582  1.13503783  0.93972686  0.78573786
  0.41021025 -0.02497019  0.17056757  0.86382798  0.23726358  0.56633894]"
"('dipole_x_2-1-23', 'dipole_x_{23,24,25,26,27,28}-23-1', 'nbo_atom_1')",0.788827025875114,0.7435756742769242,-inf,inf,inf,0.85,<modeling.LinearRegressionModel object at 0x0000026F0D6BDD50>,"[ 0.19929401  0.0571184   0.74171935  0.77172724 -0.14260954  1.18857808
  0.78575796  0.45970279  0.66644595  1.09732964  0.93801244  0.80591474
  0.66667402 -0.03950093  0.09900613  0.73397018  0.46610696  0.62055258]"
"('dipole_x_2-1-23', 'dipole_x_{23,24,25,26,27,28}-23-1', 'nbo_atom_23')",0.8772077408113217,0.8508951138423192,0.6904811974819272,0.1688437745032223,0.23530798640164505,0.85,<modeling.LinearRegressionModel object at 0x0000026F0D6BDD50>,"[ 0.22154355 -0.05481237  0.98113467  0.67861763 -0.27443885  1.23124982
  0.75125361  0.36080087  0.62740504  1.1352615   0.93874343  0.80595485
  0.66816854  0.04621959  0.25083356  0.62061882  0.52337522  0.60387053]"
"('dipole_x_2-1-23', 'dipole_x_{23,24,25,26,27,28}-23-1', 'nbo_atom_3')",0.8344830987338302,0.7990151913196509,-inf,inf,inf,0.85,<modeling.LinearRegressionModel object at 0x0000026F0D6BDD50>,"[ 0.13284377  0.13457723  0.80860029  0.76775303 -0.22419896  1.20944854
  0.82021433  0.41257787  0.70546968  1.07104797  0.95379546  0.77422257
  0.59947497 -0.02326855  0.15951783  0.80615683  0.3620788   0.64548834]"
"('dipole_x_2-1-23', 'dipole_x_{23,24,25,26,27,28}-23-1', 'hirshfeld_atom_8')",0.5240370346045784,0.42204497059127377,-inf,inf,inf,0.85,<modeling.LinearRegressionModel object at 0x0000026F0D6BDD50>,"[0.36061302 0.17324655 0.54717357 0.76520873 0.2061241  1.09320789
 0.66447181 0.58388186 0.49861704 1.07287293 0.79400999 0.78376746
 0.06660348 0.19737416 0.11806113 0.68737896 0.79234578 0.71084154]"
"('dipole_x_2-1-23', 'dipole_x_{23,24,25,26,27,28}-23-1', 'hirshfeld_atom_1')",0.5249710507604912,0.42317913306631083,-inf,inf,inf,0.85,<modeling.LinearRegressionModel object at 0x0000026F0D6BDD50>,"[0.34933653 0.19217303 0.53051603 0.7754677  0.2037143  1.09159989
 0.67231826 0.58811885 0.50855367 1.0712759  0.80119919 0.78278475
 0.0793425  0.18174651 0.10404405 0.71008619 0.7658814  0.70764123]"
"('dipole_x_2-1-23', 'dipole_x_{23,24,25,26,27,28}-23-1', 'hirshfeld_atom_23')",0.7963069339738718,0.7526584198254157,-inf,inf,inf,0.85,<modeling.LinearRegressionModel object at 0x0000026F0D6BDD50>,"[ 0.29760991 -0.26460088  0.76952787  0.72874974 -0.13617881  1.15021055
  0.78711308  0.44506061  0.68494194  1.0698401   0.92978187  0.81181153
  0.62265113  0.08106162  0.22779748  0.68973676  0.56597341  0.6547121 ]"
"('dipole_x_2-1-23', 'dipole_x_{23,24,25,26,27,28}-23-1', 'hirshfeld_atom_3')",0.8553847838358907,0.8243958089435816,-inf,inf,inf,0.85,<modeling.LinearRegressionModel object at 0x0000026F0D6BDD50>,"[ 0.1359708   0.14692761  0.86233935  0.76088856 -0.24419023  1.20472855
  0.82907275  0.38920247  0.74985038  1.04248938  0.96040594  0.77018916
  0.5094503  -0.03340368  0.22100752  0.84905113  0.29481661  0.66700339]"
"('dipole_x_2-1-23', 'dipole_x_{23,24,25,26,27,28}-23-1', 'cm5_atom_8')",0.5479393583680376,0.4510692208754743,-inf,inf,inf,0.85,<modeling.LinearRegressionModel object at 0x0000026F0D6BDD50>,"[ 0.35416578  0.28415408  0.64849127  0.74384666  0.18002629  1.07878052
  0.6807101   0.5605612   0.54252684  1.03790793  0.80372417  0.76830054
 -0.13420602  0.19060831  0.19268115  0.78769867  0.66961461  0.7262079 ]"
"('dipole_x_2-1-23', 'dipole_x_{23,24,25,26,27,28}-23-1', 'cm5_atom_1')",0.5246874401638776,0.4228347487704227,-inf,inf,inf,0.85,<modeling.LinearRegressionModel object at 0x0000026F0D6BDD50>,"[0.37150537 0.17930638 0.58357843 0.74992387 0.20652273 1.09024699
 0.65826386 0.57582824 0.49458889 1.06672167 0.78658959 0.78094237
 0.00498378 0.21611092 0.14739075 0.68275421 0.80173469 0.71880724]"
"('dipole_x_2-1-23', 'dipole_x_{23,24,25,26,27,28}-23-1', 'cm5_atom_23')",0.8136077897564868,0.7736666018471626,-inf,inf,inf,0.85,<modeling.LinearRegressionModel object at 0x0000026F0D6BDD50>,"[ 0.27192525 -0.21123956  0.80875127  0.73048335 -0.1643743   1.16253971
  0.786995    0.43561326  0.67509902  1.07972027  0.9334139   0.80881534
  0.66403774  0.05685277  0.20182998  0.67677588  0.56252165  0.63603947]"
"('dipole_x_2-1-23', 'dipole_x_{23,24,25,26,27,28}-23-1', 'cm5_atom_3')",0.8479458607280927,0.8153628308841125,-inf,inf,inf,0.85,<modeling.LinearRegressionModel object at 0x0000026F0D6BDD50>,"[ 0.1332274   0.1486944   0.8406543   0.76287326 -0.23998652  1.21030408
  0.82301689  0.39471954  0.73246254  1.05539189  0.95753721  0.77266645
  0.55129136 -0.0347096   0.19723688  0.82644942  0.3248695   0.65910099]"
"('dipole_x_2-1-23', 'dipole_x_{23,24,25,26,27,28}-23-1', 'nbo_diff_8-3')",0.8192246489919857,0.7804870737759826,-inf,inf,inf,0.85,<modeling.LinearRegressionModel object at 0x0000026F0D6BDD50>,"[ 0.12030087  0.07180967  0.76350118  0.79281197 -0.21336293  1.18574258
  0.82609482  0.42274718  0.71575527  1.04893202  0.94885492  0.77074388
  0.63004773 -0.009061    0.15378429  0.7798281   0.43047789  0.67679158]"
"('dipole_x_2-1-23', 'dipole_x_{23,24,25,26,27,28}-23-1', 'nbo_diff_8-1')",0.8103407703680197,0.7696995068754524,-inf,inf,inf,0.85,<modeling.LinearRegressionModel object at 0x0000026F0D6BDD50>,"[ 0.19335095  0.11105586  0.78577189  0.75468094 -0.16884783  1.20911332
  0.78966838  0.4429103   0.6688208   1.10731422  0.94584681  0.80262785
  0.6415984  -0.04861454  0.11359242  0.76495261  0.39840647  0.60355116]"
"('dipole_x_2-1-23', 'dipole_x_{23,24,25,26,27,28}-23-1', 'nbo_diff_3-1')",0.8160760571708601,0.7766637837074729,-inf,inf,inf,0.85,<modeling.LinearRegressionModel object at 0x0000026F0D6BDD50>,"[ 0.16292564  0.09485261  0.77864822  0.76982566 -0.18948029  1.2007063
  0.80514734  0.43379887  0.68881142  1.08433199  0.94821097  0.79007033
  0.64161361 -0.03474372  0.12951571  0.77139603  0.40825496  0.63191435]"
"('dipole_x_2-1-23', 'dipole_x_{23,24,25,26,27,28}-23-1', 'hirshfeld_diff_8-3')",0.6427953371300508,0.5662514808007759,-inf,inf,inf,0.85,<modeling.LinearRegressionModel object at 0x0000026F0D6BDD50>,"[0.26537217 0.05120585 0.55695233 0.78991406 0.03372285 1.17324883
 0.71181353 0.52898235 0.54066035 1.12100187 0.85658912 0.80096214
 0.5581154  0.08256482 0.04492916 0.6191482  0.72536684 0.65525012]"
"('dipole_x_2-1-23', 'dipole_x_{23,24,25,26,27,28}-23-1', 'hirshfeld_diff_8-1')",0.5238327395513059,0.4217968980265858,-inf,inf,inf,0.85,<modeling.LinearRegressionModel object at 0x0000026F0D6BDD50>,"[0.36204486 0.17428479 0.55100352 0.7636745  0.20676638 1.09234801
 0.66399764 0.58322241 0.49879805 1.07160985 0.79324324 0.78333021
 0.05733476 0.19960915 0.12190009 0.6883395  0.79219634 0.7120967 ]"
"('dipole_x_2-1-23', 'dipole_x_{23,24,25,26,27,28}-23-1', 'hirshfeld_diff_3-1')",0.7880554084448248,0.7426387102544301,-inf,inf,inf,0.85,<modeling.LinearRegressionModel object at 0x0000026F0D6BDD50>,"[ 0.1459419   0.18208981  0.72024158  0.79913182 -0.15880863  1.18604547
  0.81503861  0.44681571  0.71491257  1.05850105  0.94756982  0.77548168
  0.53526655 -0.03948651  0.13012501  0.85250446  0.34751877  0.65691035]"
"('dipole_x_2-1-23', 'dipole_x_{23,24,25,26,27,28}-23-1', 'cm5_diff_8-3')",0.6993321320111091,0.6349033031563467,-inf,inf,inf,0.85,<modeling.LinearRegressionModel object at 0x0000026F0D6BDD50>,"[ 0.22401472  0.00457237  0.60002275  0.79232572 -0.04403697  1.18560419
  0.74518053  0.49351125  0.59190798  1.10569875  0.88565779  0.79673805
  0.63933573  0.06104616  0.07282779  0.64439114  0.65722939  0.65977267]"
"('dipole_x_2-1-23', 'dipole_x_{23,24,25,26,27,28}-23-1', 'cm5_diff_8-1')",0.5474056653404725,0.45042116505628804,-inf,inf,inf,0.85,<modeling.LinearRegressionModel object at 0x0000026F0D6BDD50>,"[ 0.34028245  0.29404113  0.61204003  0.76192556  0.18051615  1.07732503
  0.69156231  0.56979832  0.55571356  1.03813927  0.81425931  0.76905168
 -0.09505539  0.16745211  0.1666013   0.81397517  0.63789572  0.72027629]"
"('dipole_x_2-1-23', 'dipole_x_{23,24,25,26,27,28}-23-1', 'cm5_diff_3-1')",0.7887728877763516,0.7435099351569984,-inf,inf,inf,0.85,<modeling.LinearRegressionModel object at 0x0000026F0D6BDD50>,"[ 0.14775658  0.16489077  0.71604632  0.79802298 -0.15925323  1.18754082
  0.81460091  0.4462917   0.71387909  1.06037377  0.94787057  0.7767495
  0.5487174  -0.03618947  0.13142592  0.84583768  0.3545356   0.65670309]"
"('dipole_x_2-1-23', 'dipole_x_{23,24,25,26,27,28}-23-1', 'B1_1-23')",0.524475156450857,0.42257697569032626,-inf,inf,inf,0.85,<modeling.LinearRegressionModel object at 0x0000026F0D6BDD50>,"[0.37153915 0.17888544 0.55981284 0.76797683 0.21414343 1.08782479
 0.66402576 0.58973102 0.51319549 1.06631578 0.79931751 0.77333063
 0.04978458 0.1549251  0.13725891 0.69450552 0.78380014 0.70942709]"
"('dipole_x_2-1-23', 'dipole_x_{23,24,25,26,27,28}-23-1', 'B5_1-23')",0.5241442530791582,0.42217516445326353,-inf,inf,inf,0.85,<modeling.LinearRegressionModel object at 0x0000026F0D6BDD50>,"[0.35219366 0.1733465  0.56101368 0.76881178 0.1967733  1.08453048
 0.66362898 0.57581926 0.49890963 1.06261636 0.79135588 0.77561969
 0.03748846 0.21150004 0.13993024 0.6968992  0.81406981 0.71129306]"
"('dipole_x_2-1-23', 'dipole_x_{23,24,25,26,27,28}-23-1', 'L_1-23')",0.5352879351154313,0.43570677835445226,-inf,inf,inf,0.85,<modeling.LinearRegressionModel object at 0x0000026F0D6BDD50>,"[ 0.29478503  0.18376478  0.57818075  0.76348805  0.27507586  1.10020933
  0.6664412   0.46975425  0.5891812   1.06048969  0.77438599  0.79162286
 -0.00779684  0.24846467  0.10409101  0.7401212   0.76203205  0.72150893]"
"('dipole_x_2-1-23', 'dipole_x_{23,24,25,26,27,28}-23-1', 'loc_B5_1-23')",0.5282782315215668,0.4271949954190454,-inf,inf,inf,0.85,<modeling.LinearRegressionModel object at 0x0000026F0D6BDD50>,"[ 0.36039622  0.12919447  0.60067552  0.80329347  0.20794003  1.07752209
  0.6544167   0.57696451  0.49460291  1.05574529  0.78195658  0.7733269
 -0.01691247  0.25248623  0.17057686  0.70523304  0.7674088   0.72097284]"
